review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,engagement_score,price_bucket,review_month,age_group,segment
122,Jeannine Kuhl-Henk,26,Google,Pixel 6,752.75,700.06,EUR,0.93,1.0,Neutral,Germany,German,2023-06-08,True,1,2,1,2,1,1,BestBuy,4,"(707.968, 971.942]",2023-06,26-35,Upper-mid
123,Tim Weitzel,37,Realme,Realme Narzo 70,332.14,308.89,EUR,0.93,4.0,Positive,Germany,German,2023-04-05,True,2,4,5,3,3,4,AliExpress,7,"(178.7, 443.994]",2023-04,36-45,Budget
124,Colleen Brock,46,Apple,iPhone 15 Pro,1282.35,1962.0,AUD,1.53,4.0,Positive,Australia,English,2025-10-07,True,3,3,4,3,4,4,Flipkart,7,"(1235.916, 1499.89]",2025-10,46-55,Premium
125,Anika Roht B.A.,27,Realme,Realme 12 Pro,298.52,277.62,EUR,0.93,4.0,Positive,Germany,German,2023-04-28,True,3,3,3,5,3,3,Flipkart,6,"(178.7, 443.994]",2023-04,26-35,Budget
126,Robert Contreras,32,Xiaomi,Poco X6,405.55,1488.37,AED,3.67,4.0,Positive,UAE,English,2025-03-08,False,4,4,4,3,3,5,eBay,5,"(178.7, 443.994]",2025-03,26-35,Mid-range
127,Tiffany Vance,33,Realme,Realme Narzo 70,417.44,417.44,USD,1.0,4.0,Positive,USA,English,2025-05-30,True,3,3,3,3,4,5,BestBuy,8,"(178.7, 443.994]",2025-05,26-35,Budget
128,Dr Henry Williams,29,Realme,Realme 12 Pro,477.29,372.29,GBP,0.78,4.0,Positive,UK,English,2023-06-26,True,3,2,3,3,5,4,BestBuy,7,"(443.994, 707.968]",2023-06,26-35,Budget
129,Shivani Lad,22,Realme,Realme Narzo 70,518.69,43051.27,INR,83.0,3.0,Positive,India,Hindi,2023-11-10,True,2,2,3,4,3,6,BestBuy,9,"(443.994, 707.968]",2023-11,18-25,Budget
130,Vedhika Khare,30,Apple,iPhone 15 Pro,752.16,62429.28,INR,83.0,3.0,Positive,India,Hindi,2023-12-22,True,4,3,3,5,4,7,Flipkart,10,"(707.968, 971.942]",2023-12,26-35,Premium
131,Micheal Young,28,Google,Pixel 7a,880.75,3232.35,AED,3.67,3.0,Neutral,UAE,English,2024-03-26,True,1,3,3,3,3,3,AliExpress,6,"(707.968, 971.942]",2024-03,26-35,Upper-mid
132,Joshua Taylor,32,Samsung,Galaxy Note 20,602.02,2209.41,AED,3.67,4.0,Positive,UAE,English,2023-10-16,True,4,3,2,3,4,10,AliExpress,13,"(443.994, 707.968]",2023-10,26-35,Premium
133,Ms Lindsey Stevens,55,Motorola,Edge 50,297.34,231.93,GBP,0.78,5.0,Positive,UK,English,2024-07-27,True,5,5,5,4,5,7,Amazon,10,"(178.7, 443.994]",2024-07,46-55,Mid-range
134,Joshua Perry,20,Samsung,Galaxy S24,894.21,3281.75,AED,3.67,1.0,Negative,UAE,English,2023-09-08,True,1,1,1,1,1,1,BestBuy,4,"(707.968, 971.942]",2023-09,18-25,Premium
135,Dipl.-Ing. Theda Winkler,45,Google,Pixel 6,770.21,716.3,EUR,0.93,3.0,Neutral,Germany,German,2025-04-16,False,3,2,3,2,2,3,Flipkart,3,"(707.968, 971.942]",2025-04,36-45,Upper-mid
136,Mark Baxter-Miller,35,Xiaomi,Poco X6,287.44,224.2,GBP,0.78,2.0,Negative,UK,English,2024-06-03,False,1,2,1,2,3,1,AliExpress,1,"(178.7, 443.994]",2024-06,26-35,Mid-range
137,Tommy Evans,31,Realme,Realme 12 Pro,193.94,193.94,USD,1.0,4.0,Positive,USA,English,2024-06-18,True,4,4,4,5,4,6,AliExpress,9,"(178.7, 443.994]",2024-06,26-35,Budget
138,Prof. Nelli Wähner,28,OnePlus,OnePlus 12,597.26,555.45,EUR,0.93,3.0,Negative,Germany,German,2025-02-16,False,1,1,1,1,1,3,eBay,3,"(443.994, 707.968]",2025-02,26-35,Upper-mid
139,Stephanie Freeman,24,Google,Pixel 7a,1077.69,1648.87,AUD,1.53,3.0,Neutral,Australia,English,2023-12-19,True,3,2,3,2,2,1,eBay,4,"(971.942, 1235.916]",2023-12,18-25,Upper-mid
140,Allen Rogers,18,Xiaomi,Mi 13 Pro,434.38,599.44,CAD,1.38,4.0,Positive,Canada,English,2025-09-11,True,4,5,3,4,4,4,eBay,7,"(178.7, 443.994]",2025-09,18-25,Mid-range
141,Misty Pittman,41,Apple,iPhone SE,1335.66,4901.87,AED,3.67,4.0,Positive,UAE,English,2023-05-08,False,3,4,4,4,4,7,Flipkart,7,"(1235.916, 1499.89]",2023-05,36-45,Premium
142,Vincent Payne,46,Xiaomi,Redmi Note 13,503.54,392.76,GBP,0.78,3.0,Neutral,UK,English,2024-06-25,True,3,3,1,2,2,4,Amazon,7,"(443.994, 707.968]",2024-06,46-55,Mid-range
143,Mary Miller,28,Motorola,Moto G Power,505.34000000000003,505.34,USD,1.0,2.0,Neutral,USA,English,2024-08-17,True,1,1,1,1,2,1,Flipkart,4,"(443.994, 707.968]",2024-08,26-35,Mid-range
144,Kate Clayton,40,Xiaomi,Poco X6,458.29,357.47,GBP,0.78,3.0,Positive,UK,English,2023-11-30,True,2,3,5,3,2,3,BestBuy,6,"(443.994, 707.968]",2023-11,36-45,Mid-range
145,Lunna Cunha,40,OnePlus,OnePlus 11R,574.4,3274.08,BRL,5.7,3.0,Positive,Brazil,Portuguese,2024-09-27,False,3,3,2,2,4,6,AliExpress,6,"(443.994, 707.968]",2024-09,36-45,Upper-mid
146,Philip Gray,46,Xiaomi,Mi 13 Pro,518.2,1901.79,AED,3.67,4.0,Positive,UAE,English,2024-08-06,True,4,3,3,1,3,3,Flipkart,6,"(443.994, 707.968]",2024-08,46-55,Mid-range
147,Bradley Smith,34,Realme,Realme Narzo 70,213.68,294.88,CAD,1.38,4.0,Positive,Canada,English,2025-02-05,False,2,5,3,4,4,5,Amazon,5,"(178.7, 443.994]",2025-02,26-35,Budget
148,Willibert Killer,29,Xiaomi,Redmi Note 13,466.98,434.29,EUR,0.93,4.0,Positive,Germany,German,2023-10-05,True,3,3,2,3,4,6,Amazon,9,"(443.994, 707.968]",2023-10,26-35,Mid-range
149,Rachael Pearson,19,OnePlus,OnePlus Nord 3,629.46,963.07,AUD,1.53,2.0,Neutral,Australia,English,2022-12-09,True,1,3,2,2,1,2,eBay,5,"(443.994, 707.968]",2022-12,18-25,Upper-mid
150,Caroline Bryant,19,Google,Pixel 6,923.35,720.21,GBP,0.78,2.0,Neutral,UK,English,2025-06-13,True,1,1,1,1,2,1,eBay,4,"(707.968, 971.942]",2025-06,18-25,Upper-mid
151,Cameron Caldwell,27,Google,Pixel 6,887.49,1224.74,CAD,1.38,2.0,Neutral,Canada,English,2025-03-16,True,1,1,2,3,1,3,eBay,6,"(707.968, 971.942]",2025-03,26-35,Upper-mid
152,Julie Scott,35,Realme,Realme Narzo 70,383.95,1409.1,AED,3.67,4.0,Positive,UAE,English,2024-05-17,False,4,3,3,3,3,1,eBay,1,"(178.7, 443.994]",2024-05,26-35,Budget
153,Katy Jenkins,27,OnePlus,OnePlus 11R,841.54,656.4,GBP,0.78,4.0,Positive,UK,English,2023-04-17,False,4,3,5,4,3,4,AliExpress,4,"(707.968, 971.942]",2023-04,26-35,Upper-mid
154,Leonardo Caldeira,27,OnePlus,OnePlus 11R,702.11,4002.03,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2025-04-07,False,4,1,2,1,2,3,Flipkart,3,"(443.994, 707.968]",2025-04,26-35,Upper-mid
155,Eric Byrd,53,Xiaomi,Mi 13 Pro,269.6,269.6,USD,1.0,4.0,Positive,USA,English,2024-05-27,True,4,4,5,5,3,3,AliExpress,6,"(178.7, 443.994]",2024-05,46-55,Mid-range
156,Veronika Trubin-Gumprich,32,OnePlus,OnePlus 11R,976.62,908.26,EUR,0.93,1.0,Negative,Germany,German,2023-02-17,True,2,1,1,1,1,2,AliExpress,5,"(971.942, 1235.916]",2023-02,26-35,Upper-mid
157,Harsh Mitra,29,Motorola,Razr 40,477.61,39641.63,INR,83.0,2.0,Negative,India,Hindi,2025-09-18,False,1,3,1,1,1,3,BestBuy,3,"(443.994, 707.968]",2025-09,26-35,Mid-range
158,Barbara Riggs,35,Motorola,Edge 50,788.44,1206.31,AUD,1.53,5.0,Positive,Australia,English,2022-12-24,True,5,5,5,4,4,7,Flipkart,10,"(707.968, 971.942]",2022-12,26-35,Mid-range
159,Priya Prabhakar,26,Realme,Realme 12 Pro,443.17,36783.11,INR,83.0,1.0,Negative,India,Hindi,2023-02-06,True,2,1,1,1,1,2,BestBuy,5,"(178.7, 443.994]",2023-02,26-35,Budget
160,Gloria Atkinson,24,Realme,Realme 12 Pro,582.13,582.13,USD,1.0,3.0,Positive,USA,English,2024-11-21,True,3,3,3,3,2,7,Flipkart,10,"(443.994, 707.968]",2024-11,18-25,Budget
161,Tyler Reid,24,Samsung,Galaxy A55,807.54,1235.54,AUD,1.53,4.0,Positive,Australia,English,2024-10-05,False,4,3,4,4,3,4,BestBuy,4,"(707.968, 971.942]",2024-10,18-25,Premium
162,Heinz-Joachim Gierschner-Wagner,22,Motorola,Moto G Power,441.72,410.8,EUR,0.93,4.0,Positive,Germany,German,2025-01-09,True,3,4,3,3,1,6,Amazon,9,"(178.7, 443.994]",2025-01,18-25,Mid-range
163,Júlia Pimenta,18,Samsung,Galaxy A55,1288.66,7345.36,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-02-04,True,4,5,3,5,5,6,eBay,9,"(1235.916, 1499.89]",2025-02,18-25,Premium
164,Julie Petersen,24,Apple,iPhone SE,927.42,927.42,USD,1.0,4.0,Positive,USA,English,2025-04-29,True,4,3,5,4,3,3,Unknown,6,"(707.968, 971.942]",2025-04,18-25,Premium
165,Samuel Rivas,21,Google,Pixel 7a,1003.6,1535.51,AUD,1.53,5.0,Positive,Australia,English,2023-03-05,True,4,4,3,4,4,7,AliExpress,10,"(971.942, 1235.916]",2023-03,18-25,Upper-mid
166,Jerry Christensen,44,Google,Pixel 7a,796.29,1098.88,CAD,1.38,3.0,Positive,Canada,English,2025-03-25,False,5,5,5,5,5,4,BestBuy,4,"(707.968, 971.942]",2025-03,36-45,Upper-mid
167,Jamie Johnson,30,Realme,Realme Narzo 70,331.22,331.22,USD,1.0,1.0,Negative,USA,English,2024-03-09,False,1,1,1,1,2,2,BestBuy,2,"(178.7, 443.994]",2024-03,26-35,Budget
168,Daniel Salinas,36,Xiaomi,Redmi Note 13,436.14,436.14,USD,1.0,1.0,Negative,USA,English,2024-04-02,True,1,1,1,1,1,3,BestBuy,6,"(178.7, 443.994]",2024-04,36-45,Mid-range
169,Hilary Harrison-White,36,Realme,Realme Narzo 70,479.55,374.05,GBP,0.78,4.0,Positive,UK,English,2022-11-06,False,3,3,4,2,4,1,AliExpress,1,"(443.994, 707.968]",2022-11,36-45,Budget
170,Frederick Khurana,27,Xiaomi,Mi 13 Pro,368.67,30599.61,INR,83.0,3.0,Positive,India,Hindi,2024-07-14,True,3,1,3,5,4,1,Flipkart,4,"(178.7, 443.994]",2024-07,26-35,Mid-range
171,Peter Vaughn DDS,41,Motorola,Moto G Power,778.1,778.1,USD,1.0,3.0,Positive,USA,English,2024-11-22,True,3,3,3,3,3,2,BestBuy,5,"(707.968, 971.942]",2024-11,36-45,Mid-range
172,Alan Phillips,18,Samsung,Galaxy S24,693.31,2544.45,AED,3.67,3.0,Neutral,UAE,English,2024-07-11,True,3,3,1,3,3,2,AliExpress,5,"(443.994, 707.968]",2024-07,18-25,Premium
173,Elizabeth Perkins,18,Apple,iPhone 14,752.56,1151.42,AUD,1.53,4.0,Positive,Australia,English,2024-10-26,True,3,5,4,4,2,5,Flipkart,8,"(707.968, 971.942]",2024-10,18-25,Premium
174,Hailey Barajas,45,Apple,iPhone 13,1106.38,1526.8,CAD,1.38,2.0,Neutral,Canada,English,2025-02-22,True,1,1,1,1,2,3,AliExpress,6,"(971.942, 1235.916]",2025-02,36-45,Premium
175,Miss Diana Price,50,Apple,iPhone SE,817.84,637.92,GBP,0.78,3.0,Positive,UK,English,2024-02-10,True,1,3,5,3,2,4,Amazon,7,"(707.968, 971.942]",2024-02,46-55,Premium
176,Megan O'Neill-Lucas,34,Realme,Realme 12 Pro,249.61,194.7,GBP,0.78,4.0,Positive,UK,English,2023-04-25,True,4,4,4,3,2,4,Flipkart,7,"(178.7, 443.994]",2023-04,26-35,Budget
177,Rehaan Kalita,30,Google,Pixel 7a,975.56,80971.48,INR,83.0,2.0,Negative,India,Hindi,2024-11-12,True,1,2,3,1,2,1,eBay,4,"(971.942, 1235.916]",2024-11,26-35,Upper-mid
178,Kevin Wolf,26,Google,Pixel 8,839.05,839.05,USD,1.0,1.0,Neutral,USA,English,2025-05-06,True,1,1,1,1,1,1,AliExpress,4,"(707.968, 971.942]",2025-05,26-35,Upper-mid
179,Brian Lee,27,Google,Pixel 8,757.22,2779.0,AED,3.67,5.0,Positive,UAE,English,2023-10-10,False,4,4,5,4,4,8,Amazon,8,"(707.968, 971.942]",2023-10,26-35,Upper-mid
180,Eric Erickson,22,Realme,Realme Narzo 70,392.82000000000005,1441.65,AED,3.67,4.0,Positive,UAE,English,2023-05-06,False,3,2,4,4,3,3,eBay,3,"(178.7, 443.994]",2023-05,18-25,Budget
181,William Tran,39,Xiaomi,Poco X6,490.04,490.04,USD,1.0,3.0,Positive,USA,English,2025-10-09,True,3,2,4,2,2,4,Amazon,7,"(443.994, 707.968]",2025-10,36-45,Mid-range
182,Frances Taylor,18,OnePlus,OnePlus 11R,484.6,377.99,GBP,0.78,1.0,Positive,UK,English,2024-11-22,True,1,1,1,2,1,6,AliExpress,9,"(443.994, 707.968]",2024-11,18-25,Upper-mid
183,Adam Mitchell,18,Google,Pixel 6,522.54,799.49,AUD,1.53,5.0,Positive,Australia,English,2024-11-03,True,4,3,3,4,5,6,AliExpress,9,"(443.994, 707.968]",2024-11,18-25,Upper-mid
184,Cody Williams,24,Xiaomi,Redmi Note 13,385.47,385.47,USD,1.0,2.0,Negative,USA,English,2024-11-02,True,3,3,2,2,1,1,Flipkart,4,"(178.7, 443.994]",2024-11,18-25,Mid-range
185,Austin Vasquez,18,Xiaomi,Mi 13 Pro,590.32,2166.47,AED,3.67,3.0,Neutral,UAE,English,2025-04-05,True,4,2,2,3,4,5,BestBuy,8,"(443.994, 707.968]",2025-04,18-25,Mid-range
186,Cord Fischer,36,Xiaomi,Mi 13 Pro,660.5,614.26,EUR,0.93,5.0,Neutral,Germany,German,2025-03-14,True,5,5,4,4,3,5,eBay,8,"(443.994, 707.968]",2025-03,36-45,Mid-range
187,Angela Wright,26,Apple,iPhone 14,1457.67,1457.67,USD,1.0,3.0,Positive,USA,English,2025-03-06,True,3,3,2,2,1,6,BestBuy,9,"(1235.916, 1499.89]",2025-03,26-35,Premium
188,Upkaar Virk,32,Motorola,Edge 50,717.58,59559.14,INR,83.0,4.0,Positive,India,Hindi,2024-06-03,True,5,3,3,2,2,8,eBay,11,"(707.968, 971.942]",2024-06,26-35,Mid-range
189,Melina da Rosa,34,OnePlus,OnePlus 11R,788.11,4492.23,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-04-23,True,1,1,1,4,2,3,BestBuy,6,"(707.968, 971.942]",2025-04,26-35,Upper-mid
190,Miss Ruth Houghton,28,Apple,iPhone 13,1248.36,973.72,GBP,0.78,5.0,Positive,UK,English,2025-05-26,False,4,5,5,5,5,3,BestBuy,3,"(1235.916, 1499.89]",2025-05,26-35,Premium
191,Annette Farmer,29,Motorola,Razr 40,366.71,561.07,AUD,1.53,4.0,Positive,Australia,English,2025-06-19,True,4,3,3,3,4,4,eBay,7,"(178.7, 443.994]",2025-06,26-35,Mid-range
192,Aishani Bumb,39,Motorola,Razr 40,489.82,40655.06,INR,83.0,5.0,Positive,India,Hindi,2023-06-22,True,3,5,5,4,5,4,BestBuy,7,"(443.994, 707.968]",2023-06,36-45,Mid-range
193,Juan Moore,18,Realme,Realme Narzo 70,186.35,285.12,AUD,1.53,2.0,Negative,Australia,English,2024-07-17,True,2,3,1,1,3,1,Flipkart,4,"(178.7, 443.994]",2024-07,18-25,Budget
194,Olivia da Rocha,35,Google,Pixel 6,592.9,3379.53,BRL,5.7,2.0,Negative,Brazil,Portuguese,2022-12-11,True,2,2,1,3,3,1,Amazon,4,"(443.994, 707.968]",2022-12,26-35,Upper-mid
195,João Pedro Santos,29,Apple,iPhone 13,1166.34,6648.14,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-01-04,True,5,3,4,2,3,5,Unknown,8,"(971.942, 1235.916]",2024-01,26-35,Premium
196,Jordan Mcdaniel,47,OnePlus,OnePlus 11R,820.24,1254.97,AUD,1.53,4.0,Positive,Australia,English,2023-12-06,False,5,2,4,3,4,3,Flipkart,3,"(707.968, 971.942]",2023-12,46-55,Upper-mid
197,Lori Guerrero,21,Samsung,Galaxy S24,648.38,648.38,USD,1.0,3.0,Positive,USA,English,2023-08-25,True,2,2,3,4,2,11,eBay,14,"(443.994, 707.968]",2023-08,18-25,Premium
198,Bruna Nogueira,40,Google,Pixel 7a,722.67,4119.22,BRL,5.7,2.0,Negative,Brazil,Portuguese,2023-10-06,True,4,1,1,2,2,3,Amazon,6,"(707.968, 971.942]",2023-10,36-45,Upper-mid
199,Susan Serrano,22,OnePlus,OnePlus Nord 3,808.55,808.55,USD,1.0,5.0,Positive,USA,English,2023-02-09,True,4,5,4,4,5,3,BestBuy,6,"(707.968, 971.942]",2023-02,18-25,Upper-mid
200,Enzo Vieira,18,Apple,iPhone 13,1311.55,7475.84,BRL,5.7,2.0,Positive,Brazil,Portuguese,2024-02-11,True,2,1,1,2,2,4,BestBuy,7,"(1235.916, 1499.89]",2024-02,18-25,Premium
201,Imke Ebert,35,Samsung,Galaxy A55,649.96,604.46,EUR,0.93,2.0,Positive,Germany,German,2024-10-19,True,3,1,1,3,1,6,eBay,9,"(443.994, 707.968]",2024-10,26-35,Premium
202,Derek Harrison-Hewitt,39,Realme,Realme Narzo 70,392.82000000000005,306.4,GBP,0.78,1.0,Negative,UK,English,2024-12-07,True,1,1,1,3,1,1,Flipkart,4,"(178.7, 443.994]",2024-12,36-45,Budget
203,Jessica George,27,Google,Pixel 6,607.55,929.55,AUD,1.53,2.0,Neutral,Australia,English,2024-08-23,False,2,2,1,2,1,0,Amazon,0,"(443.994, 707.968]",2024-08,26-35,Upper-mid
204,Lindsey Johnson,18,Xiaomi,Redmi Note 13,311.18,1142.03,AED,3.67,3.0,Positive,UAE,English,2023-10-12,True,3,2,2,2,2,8,Unknown,11,"(178.7, 443.994]",2023-10,18-25,Mid-range
205,Alícia Teixeira,39,Xiaomi,Poco X6,450.06,2565.34,BRL,5.7,4.0,Positive,Brazil,Portuguese,2025-08-31,True,2,4,3,4,3,5,BestBuy,8,"(443.994, 707.968]",2025-08,36-45,Mid-range
206,Laura Hines,56,Samsung,Galaxy Z Flip,819.27,1253.48,AUD,1.53,4.0,Positive,Australia,English,2023-07-21,False,2,5,4,4,5,7,Flipkart,7,"(707.968, 971.942]",2023-07,56+,Premium
207,Stella Rezende,29,Xiaomi,Poco X6,627.49,3576.69,BRL,5.7,1.0,Negative,Brazil,Portuguese,2024-09-07,True,2,1,1,1,1,1,BestBuy,4,"(443.994, 707.968]",2024-09,26-35,Mid-range
208,Catherine Richards,42,Realme,Realme Narzo 70,452.29,624.16,CAD,1.38,2.0,Positive,Canada,English,2025-07-04,True,1,1,2,1,1,3,Amazon,6,"(443.994, 707.968]",2025-07,36-45,Budget
209,Tracy Harrison,18,Google,Pixel 6,933.64,1288.42,CAD,1.38,3.0,Neutral,Canada,English,2024-07-17,True,2,2,3,3,2,5,Flipkart,8,"(707.968, 971.942]",2024-07,18-25,Upper-mid
210,Miss Hollie Webb,44,Samsung,Galaxy S24,540.32,421.45,GBP,0.78,3.0,Neutral,UK,English,2023-06-28,True,3,2,2,3,3,6,Flipkart,9,"(443.994, 707.968]",2023-06,36-45,Premium
211,Michael Roberts,39,Motorola,Razr 40,293.89,293.89,USD,1.0,3.0,Positive,USA,English,2024-07-05,True,2,1,2,2,3,3,AliExpress,6,"(178.7, 443.994]",2024-07,36-45,Mid-range
212,Krista Gibson,41,Motorola,Razr 40,429.68,1576.93,AED,3.67,1.0,Negative,UAE,English,2024-02-22,False,1,1,1,1,1,2,BestBuy,2,"(178.7, 443.994]",2024-02,36-45,Mid-range
213,Brian Barton,18,Samsung,Galaxy Z Flip,590.93,590.93,USD,1.0,3.0,Neutral,USA,English,2024-12-29,True,3,1,3,3,2,0,BestBuy,3,"(443.994, 707.968]",2024-12,18-25,Premium
214,April Booth,25,Google,Pixel 8,919.37,1406.64,AUD,1.53,4.0,Positive,Australia,English,2024-10-08,True,3,3,4,3,4,10,eBay,13,"(707.968, 971.942]",2024-10,18-25,Upper-mid
215,Cody Cox,36,Apple,iPhone 14,753.8,1153.31,AUD,1.53,5.0,Positive,Australia,English,2024-12-04,True,3,4,4,4,5,3,Amazon,6,"(707.968, 971.942]",2024-12,36-45,Premium
216,Melina Teixeira,33,Google,Pixel 6,958.61,5464.08,BRL,5.7,4.0,Neutral,Brazil,Portuguese,2023-01-10,True,5,5,5,4,5,5,Amazon,8,"(707.968, 971.942]",2023-01,26-35,Upper-mid
217,Joshua Pennington,18,Xiaomi,Poco X6,314.44,433.93,CAD,1.38,3.0,Neutral,Canada,English,2024-09-01,True,3,3,2,3,4,3,Flipkart,6,"(178.7, 443.994]",2024-09,18-25,Mid-range
218,Kari Johnson,40,Apple,iPhone 15 Pro,1100.29,1100.29,USD,1.0,2.0,Neutral,USA,English,2025-06-26,True,3,1,1,3,3,1,Flipkart,4,"(971.942, 1235.916]",2025-06,36-45,Premium
219,Cynthia Moore,33,Apple,iPhone 13,1064.14,3905.39,AED,3.67,2.0,Neutral,UAE,English,2025-02-23,True,3,2,2,2,2,2,Flipkart,5,"(971.942, 1235.916]",2025-02,26-35,Premium
220,Karl-Dieter Ladeck,31,OnePlus,OnePlus Nord 3,722.19,671.64,EUR,0.93,4.0,Positive,Germany,German,2023-03-15,True,4,2,5,3,3,9,AliExpress,12,"(707.968, 971.942]",2023-03,26-35,Upper-mid
221,Ryan Wilson,30,Apple,iPhone SE,1342.11,1342.11,USD,1.0,2.0,Negative,USA,English,2023-04-22,True,3,1,1,1,2,1,eBay,4,"(1235.916, 1499.89]",2023-04,26-35,Premium
222,Martin Morley,23,OnePlus,OnePlus Nord 3,600.64,468.5,GBP,0.78,4.0,Positive,UK,English,2024-01-18,True,3,2,3,2,3,4,Flipkart,7,"(443.994, 707.968]",2024-01,18-25,Upper-mid
223,Júlia Leão,31,OnePlus,OnePlus Nord 3,516.7,2945.19,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-11-09,True,4,3,3,3,3,5,eBay,8,"(443.994, 707.968]",2024-11,26-35,Upper-mid
224,Adrian Murphy,29,Realme,Realme Narzo 70,240.51,187.6,GBP,0.78,2.0,Neutral,UK,English,2023-06-03,True,1,1,1,2,1,0,eBay,3,"(178.7, 443.994]",2023-06,26-35,Budget
225,Rayaan Trivedi,46,Google,Pixel 7a,751.16,62346.28,INR,83.0,3.0,Positive,India,Hindi,2023-05-22,True,5,4,3,4,5,7,Flipkart,10,"(707.968, 971.942]",2023-05,46-55,Upper-mid
226,Desiree Tyler,27,OnePlus,OnePlus Nord 3,894.85,1234.89,CAD,1.38,4.0,Positive,Canada,English,2024-07-27,True,5,3,2,3,4,5,BestBuy,8,"(707.968, 971.942]",2024-07,26-35,Upper-mid
227,Yashica Loke,38,Motorola,Edge 50,586.85,48708.55,INR,83.0,2.0,Positive,India,Hindi,2022-10-25,True,1,2,1,2,1,6,Flipkart,9,"(443.994, 707.968]",2022-10,36-45,Mid-range
228,Leanne Smart-Jackson,22,Samsung,Galaxy A55,774.55,604.15,GBP,0.78,2.0,Neutral,UK,English,2025-08-12,True,1,3,2,1,2,2,Flipkart,5,"(707.968, 971.942]",2025-08,18-25,Premium
229,Dr. Ingetraud Renner MBA.,33,Xiaomi,Poco X6,637.04,592.45,EUR,0.93,4.0,Positive,Germany,German,2024-04-10,True,5,4,3,2,3,3,BestBuy,6,"(443.994, 707.968]",2024-04,26-35,Mid-range
230,Phillip Bennett,29,Motorola,Moto G Power,324.52,447.84,CAD,1.38,4.0,Positive,Canada,English,2024-03-04,True,4,5,3,3,2,7,BestBuy,10,"(178.7, 443.994]",2024-03,26-35,Mid-range
231,Isaque Oliveira,32,Motorola,Moto G Power,322.67,1839.22,BRL,5.7,5.0,Positive,Brazil,Portuguese,2024-06-07,False,5,5,4,5,5,3,Flipkart,3,"(178.7, 443.994]",2024-06,26-35,Mid-range
232,Nirja Bassi,32,Motorola,Moto G Power,469.42,38961.86,INR,83.0,4.0,Positive,India,Hindi,2024-02-28,True,3,3,3,5,3,5,Amazon,8,"(443.994, 707.968]",2024-02,26-35,Mid-range
233,Univ.Prof. Traude Kranz MBA.,28,Realme,Realme 12 Pro,417.63,388.4,EUR,0.93,1.0,Negative,Germany,German,2025-08-18,True,2,1,1,1,1,2,AliExpress,5,"(178.7, 443.994]",2025-08,26-35,Budget
234,Marissa Hernandez,21,Samsung,Galaxy Z Flip,717.55,717.55,USD,1.0,2.0,Negative,USA,English,2022-12-18,False,2,2,3,1,1,1,Amazon,1,"(707.968, 971.942]",2022-12,18-25,Premium
235,Theodoro Pastor,28,Xiaomi,Redmi Note 13,371.69,2118.63,BRL,5.7,2.0,Negative,Brazil,Portuguese,2024-03-20,True,2,1,2,1,1,6,Amazon,9,"(178.7, 443.994]",2024-03,26-35,Mid-range
236,Ria Chaudhry,36,OnePlus,OnePlus 12,386.14,32049.62,INR,83.0,3.0,Neutral,India,Hindi,2025-01-16,False,1,1,1,2,3,3,BestBuy,3,"(178.7, 443.994]",2025-01,36-45,Upper-mid
237,Thomas Wood,47,Motorola,Edge 50,405.26,316.1,GBP,0.78,4.0,Positive,UK,English,2024-07-19,False,3,2,4,2,2,8,eBay,8,"(178.7, 443.994]",2024-07,46-55,Mid-range
238,Tracy Jones,18,Realme,Realme 12 Pro,455.95,1673.34,AED,3.67,1.0,Negative,UAE,English,2023-12-07,False,1,1,1,1,3,0,Amazon,0,"(443.994, 707.968]",2023-12,18-25,Budget
239,Dr Gail Francis,23,OnePlus,OnePlus 12,987.37,770.15,GBP,0.78,4.0,Positive,UK,English,2024-03-15,True,4,5,2,4,3,2,BestBuy,5,"(971.942, 1235.916]",2024-03,18-25,Upper-mid
240,Shannon James,35,Samsung,Galaxy Note 20,1092.01,1092.01,USD,1.0,4.0,Positive,USA,English,2024-02-25,True,2,4,2,5,3,6,AliExpress,9,"(971.942, 1235.916]",2024-02,26-35,Premium
241,Stacy Freeman,29,Xiaomi,Redmi Note 13,242.34,242.34,USD,1.0,5.0,Positive,USA,English,2025-02-08,True,4,3,5,5,4,6,AliExpress,9,"(178.7, 443.994]",2025-02,26-35,Mid-range
242,Linus Bohnbach,34,Samsung,Galaxy A55,875.6,814.31,EUR,0.93,2.0,Positive,Germany,German,2023-10-21,True,1,2,2,1,2,5,Flipkart,8,"(707.968, 971.942]",2023-10,26-35,Premium
243,Glenn Wall,26,Google,Pixel 7a,712.8,555.98,GBP,0.78,3.0,Neutral,UK,English,2023-10-10,False,3,4,1,2,2,3,Amazon,3,"(707.968, 971.942]",2023-10,26-35,Upper-mid
244,Radha Chaudhari,33,Google,Pixel 6,737.16,61184.28,INR,83.0,3.0,Positive,India,Hindi,2025-07-02,True,2,2,2,1,3,11,eBay,14,"(707.968, 971.942]",2025-07,26-35,Upper-mid
